Désignation,Référence,Enseigne,Représentant,Famille,Secteur,Tél,adresse,code_postal,commune,TOPCLIENT
HAD AJACCIO,16724,,Dorian SANCHEZ,AMBULATOIRE,Sud-Est,04 95 23 46 78,Boulevard Sebastianu Costa,20000,AJACCIO,-
HAD CLINIQUE LES NOUVELLES EAUX MARINES,15596,,Export,HÔPITAUX ET CLINIQUES ,Dom-Tom,0590 23 01 34,"5, rue Gaston Monnerville",97160,LE MOULE,-
HAIE BERGERIE PHARMACIE,0872,,IDF,PHARMACIE,Ile de France,01 34 62 32 65,"12, Avenue de Touraine",78450,VILLEPREUX,-
HAIEKIN IME,3710,ASEI,Caroline VILLEMUR,EMS,Sud-Ouest,05 59 20 04 61,7 rue Henri Dunand,64701,HENDAYE Cedex,-
HANDAS FOYER D'ACCUEIL MEDICALISE,6017,,Herve QUELO,EMS,Centre Auvergne,05 55 37 17 09,"1, rue Jean Louis Paguenaud",87000,LIMOGES,-
HOUSSIN PHARMACIE,4001,ALPHEGA,Caroline VILLEMUR,PHARMACIE,Sud-Ouest,05 58 91 54 09,"24, Avenue Gaston Phoebus",40990,ST PAUL LES DAX,-
HURTADO SAINT ROCH PHARMACIE (pas de FDP),13944,,Dorian SANCHEZ,PHARMACIE,Sud-Est,04 94 24 42 89,129 AV SAINT ROCH,83000,TOULON,-
I.M.E. CHARLEVILLE,8757,,Aurelien COURTOISIER,EMS,Centre-Est,03 85 77 40 50,1 rue de Charleville,71670,LE BREUIL,-
I.M.E. LA SAPINIERE,8991,,Herve QUELO,EMS,Centre Auvergne,,,,,-
IEM ANTOINE DE SAINT EXUPERY,17410,,Celine LUCION,PHARMACIE,Grand Nord-Est,03 22 53 11 60,89 RUE SAGEBIEN,80000,AMIENS,-
IMBERDIS PHARMACIE,4704,,Herve QUELO,PHARMACIE,Centre Auvergne,04 73 82 36 71,"3, Place Pontel",63600,AMBERT,-
IMBERT PHARMACIE,4463,AELIA,Laurent DURIEUX,PHARMACIE,Val de Loire,05 46 26 13 95,14 Grande Place,17490,BEAUVAIS SUR MATHA,-
IME DE LA ROQUETTE,4589,,Dorian SANCHEZ,EMS,Sud-Est,05 65 70 26 60,Chateau de la Roquette,12150,LAPANOUSE,-
IME LA CLE DES CHAMPS,7476,,Aurelien COURTOISIER,EMS,Centre-Est,04 50 43 50 08,129 rue Charrière,74140,ST CERGUES,-
IME LES 2 RIVES,18479,,Celine LUCION,EMS,Grand Nord-Est,03 27 33 85 60,29 RUE DE LA LIBERTE,59410,ANZIN,-
IME SOLOGNE,10223,,Herve QUELO,EMS,Centre Auvergne,02 48 51 81 81,9 rue du Vieux Nancay,18330,NANCAY,-
IME VAUBAN,16897,,Herve QUELO,EMS,Centre Auvergne,03 86 29 66 24,4 CHEMIN DES GRANDS MAINCY,58800,CORBIGNY,-
IME/CME/MAS - LE BREUIL,8930,,Aurelien COURTOISIER,EMS,Centre-Est,03 85 55 12 06,1 rue Charleville,71670,LE BREUIL,-
INFIRMERIE GAILLARDINE,17185,,Aurelien COURTOISIER,AMBULATOIRE,Centre-Est,09 82 60 93 47,2 RUE DU 18 AOUT,74240,GAILLARD,-
INFIRMIER CABINET BARBY,5589,,Aurelien COURTOISIER,AMBULATOIRE,Centre-Est,04 79 70 20 34,,73230,BARBY,-
INICEA LES HELLENIDES CLINIQUE,4787,KORIAN,Dorian SANCHEZ,HÔPITAUX ET CLINIQUES ,Sud-Est,04 93 91 65 00,Quartier Sainte Hélène,06390,CONTES,-
INSTITUT FRANCE RAPHAELE FLEURY,12704,,Celine LUCION,EMS,Grand Nord-Est,03 44 05 72 68,40-42 Avenue Salvador Allende,60000,BEAUVAIS,-
INSTITUT LEON BERNARD,15440,,Celine LUCION,EMS,Grand Nord-Est,03 44 06 47 00,11 Rue Léon Bernard,60000,BEAUVAIS,-
IRATY PHARMACIE,2574,OBJECTIF PHARMA,Caroline VILLEMUR,PHARMACIE,Sud-Ouest,05 59 24 00 33,4 rue des Mésanges,64200,BIARRITZ,X
IRSAM CLAIREFONTAINE FOYER,18542,,Aurelien COURTOISIER,EMS,Centre-Est,04 78 83 78 75,11 impasse des jardins,69009,LYON 09,-
JASMIN REPUBLIQUE PHARMACIE (EX 3509),16985,PHARMACORP,Caroline VILLEMUR,PHARMACIE,Sud-Ouest,05 53 47 07 59,10 Bis Boulevard de la République,47000,AGEN,-
JASSANAISE PHARMACIE,8550,,Aurelien COURTOISIER,PHARMACIE,Centre-Est,04 74 60 92 21,AV JEAN MONNET,01480,JASSANS RIOTTIER,-
JEAN ROSTAND PHARMACIE,1735,,Celine LUCION,PHARMACIE,Grand Nord-Est,03 44 02 33 93,Avenue Jean Rostand,60000,BEAUVAIS,-
JEAN-MICHEL CARVI FAM,3246,,Dorian SANCHEZ,EMS,Sud-Est,04 94 20 75 90,"410, chemin de la Barre",83000,TOULON,-
JOHAN PHARMACIE,4230,,Niels COLLEU,PHARMACIE,Normandie,02 43 37 71 17,36 RUE DU HAUT BEAUVAIS,53410,LE BOURGNEUF LA FORET,-
JOLLY DU MONT DUPLAN PHARMACIE,14759,,Dorian SANCHEZ,PHARMACIE,Sud-Est,04 66 67 37 54,20 RUE VINCENT FAITA,30000,NIMES,-
JOUE SUR ERDRE PHARMACIE,8599,GIPHAR,Aurore Auffret,PHARMACIE,Bretagne,02 40 72 35 47,137 rue du Bocage,44440,JOUE SUR ERDRE,-
JULIEN PHARMACIE (EX-PROMEDIK),9749,,Laurent DURIEUX,PHARMACIE,Val de Loire,02 54 96 20 24,11 Rue nationale,41300,LA FERTE IMBAULT,-
KARAYAN PHARMACIE,4543,GIROPHARM,Celine LUCION,PHARMACIE,Grand Nord-Est,03 44 72 04 70,547 RUE SAINT PATERNE,60700,PONTPOINT,-
KENNEDY PHARMACIE,15335,PHARMACTIVE,Celine LUCION,PHARMACIE,Grand Nord-Est,02 35 59 98 50,Rue du President Kennedy,76420,BIHOREL,-
KESSLER PHARMACIE,4175,,Celine LUCION,PHARMACIE,Grand Nord-Est,03 88 09 30 57,18 route d'Hagueneau,67360,MORSBRONN LES BAINS,-
L' OUSTALET MAS,11457,,Caroline VILLEMUR,EMS,Sud-Ouest,05 62 57 20 70,12 B Rue de Mathé,31140,ST ALBAN,-
L'ARC EN CIEL FAM - SEVREY,9893,LES PAPILLONS BLANCS,Aurelien COURTOISIER,EMS,Centre-Est,03 85 94 91 10,rue Auguste Champion,71100,SEVREY,-
L'EAU VIVE RESIDENCE,18303,,Aurelien COURTOISIER,AMBULATOIRE,Centre-Est,04 50 37 16 73,21 Place du Jumelage,74100,ANNEMASSE,-
L'ECLIPSE FOYER,5223,,Dorian SANCHEZ,EMS,Sud-Est,04 98 01 63 40,IMMEUBLE L'ECLIPSE ENTREE A,83130,LA GARDE,-
L'EPEAU MAS,16217,ADAPEI,Aurore Auffret,EMS,Bretagne,02 40 32 03 45,1 RUE URBAIN LE VERRIER,44340,BOUGUENAIS,-
L'ERABLE FAM,14547,ADAPEI,Herve QUELO,EMS,Centre Auvergne,04 73 73 77 30,ADAPEI DE CHIGNAT,63910,VERTAIZON,-
L'ETAPE MAISON DE SANTE,18568,,Laurent DURIEUX,EMS,Val de Loire,02 54 31 11 12,2 allée cacoterie,36230,MERS SUR INDRE,-
L'HERYDAN FOYER,13595,,Aurelien COURTOISIER,EMS,Centre-Est,04 50 88 95 60,300 ROUTE DES COMBES,74540,HERY SUR ALBY,-
LA BALLASTIERE FOYER,6653,,Caroline VILLEMUR,EMS,Sud-Ouest,05 57 51 25 72,25 rue de l'Industrie,33500,LIBOURNE,X
LA CLE DE SOIE FOYER,18123,,Aurelien COURTOISIER,EMS,Centre-Est,04 28 87 04 80,50 AV JEAN JAURES,69150,DECINES CHARPIEU,-
LA COLOMBIERE EPSM,4331,Fondation Saphir,Export,EMS,Export,0041 21 905 91 81,Rue du Village 51,1513,HERMENCHES,-
LA CROIX DU PRINCE PHARMACIE (EX 5439),12483,PHARMAVIE,Caroline VILLEMUR,PHARMACIE,Sud-Ouest,05 59 06 23 59,55Bis rue du 14 Juillet,64000,PAU,-
LA DESIX MAS,6495,ASSOCIATION VAL SOURNIA,Dorian SANCHEZ,EMS,Sud-Est,04 68 97 79 30,12 route de Prades,66730,SOURNIA,-
LA DOUVAZ EMS,10917,Fondation Saphir,Export,EMS,Export,0041 24 436 04 04,Ch. de la Douvaz 1,1423,TEVENON,-
LA FERME DE CHOSAL FAM,12788,,Aurelien COURTOISIER,EMS,Centre-Est,04 50 44 12 82,,74350,COPPONEX,-
LA GARANCE FAM,10054,,Dorian SANCHEZ,EMS,Sud-Est,04 90 37 21 84,194 RUE DES MURIERS,84210,ALTHEN DES PALUDS,-
LA GRANDE PHARMACIE DU CENTRE COMMERCIAL D'ENVAL,11358,HELLO PHARMACIE,Herve QUELO,PHARMACIE,Centre Auvergne,04 73 38 98 41,Centre Commercial d'Enval E.Leclerc,63530,ENVAL,-
LA GUYARDERIE FAM,7059,IRSA,Laurent DURIEUX,EMS,Val de Loire,05 46 74 18 71,allée de la guyarderie,17100,SAINTES,-
LA LANDE IME,17465,,Caroline VILLEMUR,PHARMACIE,Sud-Ouest,05 53 66 28 29,Rue du Docteur Couyba,47000,AGEN,-
LA LAUZIERE FOYER,13193,ADAPEI,Aurelien COURTOISIER,EMS,Centre-Est,04 79 20 57 40,31 ROUTE DE ST FRANCOIS,73130,ST MARTIN SUR LA CHAMBRE,-
LA LOUISIANE EHPAD,5668,,Herve QUELO,EMS,Centre Auvergne,04 73 85 60 46,"3, rue du Collège",63330,PIONSAT,-
LA MAISON DES OISEAUX,16891,,Laurent DURIEUX,EMS,Val de Loire,02 54 48 17 94,50 RUE DES OISEAUX,36400,LA CHATRE,-
LA MAISON DES SAGES,17608,,Aurore Auffret,EMS,Bretagne,02 96 35 18 82,3 RUE DU CHATEAU,22420,LANVELLEC,-
LA MAISON RELAIS VILLA PHOEBUS,5502,,Caroline VILLEMUR,EMS,Sud-Ouest,05 59 40 26 67,25 avenue Phoebus,64000,PAU,-
LA MONFERINE FOYER DE PERONNES AGEES,6276,,Aurelien COURTOISIER,EMS,Centre-Est,04 79 72 50 60,Immeuble Montférine,73230,BARBY,-
LA MONTA FAM,13681,,Aurelien COURTOISIER,EMS,Centre-Est,04 76 58 10 68,6 PLACE POMPEE,38120,ST EGREVE,-
LA PALMOLA SSR,13470,,Dorian SANCHEZ,HÔPITAUX ET CLINIQUES ,Sud-Est,04 95 37 48 00,PALMOLA,20232,OLETTA,-
LA PHARMACIE DU 127 (EX 3427),14251,,Celine LUCION,PHARMACIE,Grand Nord-Est,03 20 58 44 89,127 rue Gambetta,59184,SAINGHIN EN WEPPES,-
LA POUSSONIE FOYER DE VIE,14277,,Caroline VILLEMUR,EMS,Sud-Ouest,05 53 95 78 04,Résidence Paul Dangla,47340,LAROQUE TIMBAUT,-
LA PRADELLE ESAT,16020,,Dorian SANCHEZ,EMS,Sud-Est,04 66 56 29 29,LA PRADELLE,30125,SAUMANE,-
LA SAPINETTE,18053,,Dorian SANCHEZ,EMS,Sud-Est,04 92 21 40 82,22 BOULEVARD BELLEVUE,05000,GAP,-
LA SERINETTE PHARMACIE (EX 3245),15184,GIROPHARM,Dorian SANCHEZ,PHARMACIE,Sud-Est,04 94 42 50 42,,83000,TOULON,-
LA TOURNELLE EAM,17866,,Aurelien COURTOISIER,EMS,Centre-Est,04 50 67 62 64,impasse des contamines,74930,PERS JUSSY,-
LA VIRGINIE FOYER DE VIE ADAPEI,5272,ADAPEI,Caroline VILLEMUR,EMS,Sud-Ouest,05 59 69 43 45,364 Chemin de la Virginie,64300,ORTHEZ,-
LA VIRGINIE FOYER HEBERGEMENT ADAPEI,17878,ADAPEI,Caroline VILLEMUR,EMS,Sud-Ouest,05 59 69 4345,,64300,ORTHEZ,-
LACANAU PHIE,2484,,Dorian SANCHEZ,PHARMACIE,Sud-Est,04 42 88 32 17,26 avenue Lacanau,13700,MARIGNANE,-
LACOMBE PHARMACIE,8305,,Dorian SANCHEZ,PHARMACIE,Sud-Est,05 65 69 29 00,24 Boulevard Eugène,12800,NAUCELLE,-
LACOUR PHARMACIE,2619,PHARMACTIVE,Caroline VILLEMUR,PHARMACIE,Sud-Ouest,05 59 93 80 27,120 Route Zuraideko Errebideo,64250,ESPELETTE,-
LAFARGUE PHARMACIE,5783,PHARMA GEN,Caroline VILLEMUR,PHARMACIE,Sud-Ouest,05 62 69 71 89,4 place de l'Eglise,32400,RISCLE,X
LAFAYETTE DOLE RIVE GAUCHE PHARMACIE,18470,LAFAYETTE,Aurelien COURTOISIER,PHARMACIE,Centre-Est,03 84 72 20 47,Rue du Général Bethouart,39100,DOLE,-
LAFAYETTE SOUILLAC PHARMACIE,17931,,Laurent DURIEUX,PHARMACIE,Val de Loire,05 65 32 79 48,36 Bd Louis Jean Malvy,46200,SOUILLAC,-
LAHET PHARMACIE,3392,,Caroline VILLEMUR,PHARMACIE,Sud-Ouest,05 58 74 16 89,188 avenue Georges Clémenceau,40100,DAX,-
LAM 80,17265,,Celine LUCION,EMS,Grand Nord-Est,03 60 28 72 04,VOIS DES FOULONS,80480,DURY,-
LAMAISONEE CHRS,13881,,Celine LUCION,EMS,Grand Nord-Est,03 27 87 47 00,"151, quai du Maréchal Foch",59500,DOUAI,-
LAMERENX PHARMACIE,3391,,Caroline VILLEMUR,PHARMACIE,Sud-Ouest,05 59 29 60 40,2 rue Pierre Broussain,64240,HASPARREN,-
LANIC PHARMACIE,5879,,Caroline VILLEMUR,PHARMACIE,Sud-Ouest,05 58 51 01 79,89 route de Mont-de-Marsan,40420,LABRIT,-
LAPALUD PHARMACIE,6351,,Dorian SANCHEZ,PHARMACIE,Sud-Est,04 90 40 32 85,"24, cours des Platanes",84840,LAPALUD,X
LARBODIE-CARLES PHARMACIE,4201,GIPHAR,Caroline VILLEMUR,PHARMACIE,Sud-Ouest,05 57 84 13 38,12 grande Rue,33420,RAUZAN,-
LAUZERTE PHARMACIE,5989,GIPHAR,Caroline VILLEMUR,PHARMACIE,Sud-Ouest,05 63 94 67 12,Place Mercadier,82110,LAUZERTE,-
LAVRUT-SELAS PHARMACIE,4405,,Aurelien COURTOISIER,PHARMACIE,Centre-Est,03 84 81 50 11,"10, route de Dôle",39380,MONT SOUS VAUDREY,-
LCM DIJON FRANCHE-COMTE,2166,,Aurelien COURTOISIER,DISTRIBUTEUR,Centre-Est,03 80 32 07 17,"11, impasse Boirac",21000,DIJON,-
LE BIHEN PHARMACIE,3566,,Aurore Auffret,PHARMACIE,Bretagne,02 40 90 39 72,"4, rue Marie-Thérèse EYQUEM",44570,TRIGNAC,-
LE CARIGNAN FAM,10608,,Dorian SANCHEZ,EMS,Sud-Est,04 68 32 85 65,LAS FAICHOS,11220,RIBAUTE,-
LE CLAIR LOGIS EHPAD,16128,,Laurent DURIEUX,PHARMACIE,Val de Loire,02 41 46 43 33,CCAS SEVREMOINE,49710,LE LONGERON,-
LE CLOS FLEURI ADAPEI,8719,ADAPEI,Caroline VILLEMUR,EMS,Sud-Ouest,05 59 14 60 00,3 allée des Hirondelles,64320,BIZANOS,-
LE COMTAL FOYER,15473,,Caroline VILLEMUR,EMS,Sud-Ouest,05 61 98 42 50,Joulin,31420,AURIGNAC,-
LE COQUELICOT MAS-MULTI,11444,,Caroline VILLEMUR,EMS,Sud-Ouest,05 62 75 84 90,14 ave du Général de Gaulle,31780,CASTELGINEST,-
LE FORESTIER PHARMACIE RPET,4627,,Aurore Auffret,PHARMACIE,Bretagne,02 40 06 61 05,Centre Commercial Intermlarché,44140,AIGREFEUILLE SUR MAINE,-
LE GARO PHARMACIE RPET,14399,BSR,Aurore Auffret,PHARMACIE,Bretagne,02 99 96 71 00,4 place Chanoine Delalande,35370,ETRELLES,-
LE GOELAND FOYER,14410,,Aurelien COURTOISIER,EMS,Centre-Est,04 50 22 99 22,33 CHEMIN DE LA FRUITIERE,74000,MEYTHET,-
LE GUEN PHARMACIE,3860,,Herve QUELO,PHARMACIE,Centre Auvergne,04 70 41 10 13,4 PLACE DE LA POSTE,03250,FERRIERES SUR SICHON,-
LE HAMEAU DES HORIZONS FAM,8989,ADAGES,Dorian SANCHEZ,EMS,Sud-Est,04 67 59 99 15,41 PLAN DES GARRIGUES,34830,CLAPIERS,-
LE HAMEAU SERVICE CROIX ROUGE FRANCAISE,1740,LA CROIX ROUGE FRANCAISE,Laurent DURIEUX,EMS,Val de Loire,05 49 87 68 08,Service Croix Rouge Française,86160,SOMMIERES DU CLAIN,-
LE LAURAGAIS EAM-FLEXI,17087,AgaPei,Caroline VILLEMUR,EMS,Sud-Ouest,05 62 18 84 84,16 Chemin du Moulin,31280,MONS,-
LE MARCADE COMPLEXE D'HABITAT,8199,,Caroline VILLEMUR,EMS,Sud-Ouest,05 58 85 40 20,2800 Avenue du Houga,40000,MONT DE MARSAN,-
LE MAS ROME,3671,,Herve QUELO,EMS,Centre Auvergne,05 55 05 44 44,72 rue de Feytiat,87000,LIMOGES,-
LE PRE CARRE EPSM,10920,Fondation Saphir,Export,EMS,Export,0041 24 441 41 19,route de Chavornay 11,1374,CORCELLES-SUR-CHAVORNAY,-
LE PUIGT FAM SOURNIA,6494,ASSOCIATION VAL SOURNIA,Dorian SANCHEZ,EMS,Sud-Est,04 68 97 73 09,Hameau de Puigt,66730,SOURNIA,-
LE REVE D'AURORE,15912,,Celine LUCION,EMS,Grand Nord-Est,0325422400,19 CHEMIN DE LA SCIERIE,10430,ROSIERES PRES TROYES,-
LE TOURRET FAM (A.R.S.E.A.A.),8021,,Caroline VILLEMUR,EMS,Sud-Ouest,05 61 82 10 31,96 chemin du Tourret,31330,GRENADE,-
LE VIADUC FOYER OCCUPATIONNEL,18487,,Herve QUELO,EMS,Centre Auvergne,04 73 97 27 08,32 RUE DE L'EUROPE,63200,CHAMBARON SUR MORGE,-
LECLERE PHARMACIE,5184,EVOLUPHARM,Celine LUCION,PHARMACIE,Grand Nord-Est,03 44 52 08 16,1 PLACE AMBROISE CROIZAT,60570,ANDEVILLE,-
LEHMANN PHARMACIE,9196,LAFAYETTE,Dorian SANCHEZ,PHARMACIE,Sud-Est,04 95 22 22 94,30 RUE PIERRE BONARDI,20090,AJACCIO,-
LELIEVRE PHARMACIE,10020,,Dorian SANCHEZ,PHARMACIE,Sud-Est,04 90 65 60 23,148 route de Flassan,84410,BEDOIN,-
LEMARQUIS PHARMACIE,3406,,Caroline VILLEMUR,PHARMACIE,Sud-Ouest,05 58 71 60 59,17 rue Carnot,40800,AIRE SUR L'ADOUR,X
LES ALIZEES EHPAD,2745,Fondation Père Favron,Export,PHARMACIE,Dom-Tom,02 62 33 89 89,22 rue Scalaires,97434,LA SALINE LES BAINS,-
LES AMIS DE L'ATELIER,3687,,Herve QUELO,EMS,Centre Auvergne,05 55 31 02 20,17 rue Archimède,87000,LIMOGES,-
LES AUBEPINES EAM,18552,,Celine LUCION,EMS,Grand Nord-Est,03 28 01 06 42,2 chemin des aubépines,59496,HANTAY,-
LES CADUCEES BLANCS CABINET INFIRMIER - MULHOUSE,10424,,Celine LUCION,AMBULATOIRE,Grand Nord-Est,,"12, rue du Couvant",68100,MULHOUSE,-
LES CATALPAS MAS,8756,,Aurelien COURTOISIER,EMS,Centre-Est,03 85 55 12 06,3 rue de Charleville,71670,LE BREUIL,-
LES CHARMES MAS,14379,ADAPEI,Herve QUELO,EMS,Centre Auvergne,04 73 73 77 30,ADAPEI de CHIGNAT,63910,VERTAIZON,-
LES CHENES FOYER DE VIE,14180,,Dorian SANCHEZ,EMS,Sud-Est,04 91 87 82 30,IMPASSE DES CHENES,13011,MARSEILLE 11,-
LES COMPAGNONS DE L'ESPOIR FOYER,13878,,Celine LUCION,EMS,Grand Nord-Est,03 27 92 99 10,"119, boulevard Faidherbe",59500,DOUAI,-
LES CYTISES FAM,9716,Fondation Père Favron,Export,EMS,Dom-Tom,,Chemin Albert Barbot,97432,RAVINE DES CABRIS,-
LES EAUX VIVES FAM-MAS,16472,,Aurelien COURTOISIER,EMS,Centre-Est,03 80 95 77 60,4 route de Gemeaux – BP 65,21120,IS SUR TILLE,-
LES ECRINS D'ALIENOR RESIDENCE SERVICE,0136,,Caroline VILLEMUR,AMBULATOIRE,Sud-Ouest,05 53 69 38 00,"66, Rue Denfert Rochereau",47000,AGEN,-
LES ETOILES IME,17625,,Celine LUCION,EMS,Grand Nord-Est,03 44 50 97 70,20 RUE LITZ,60600,ETOUY,-
LES FIGUIERS IME,15418,UNAPEI AP,Dorian SANCHEZ,EMS,Sud-Est,04 91 87 51 10,78 CHEMINE DE ST-MENET AUX ACCATES,13011,MARSEILLE,-
LES FONTAINES FAM,9152,UNAPEI AP,Dorian SANCHEZ,EMS,Sud-Est,04 92 30 53 05,241 CHEMIN SAINT MARCELLIN,04310,PEYRUIS,-
LES GENETS ADAPEI FOYER OCCUPATIONNEL,7931,ADAPEI,Caroline VILLEMUR,EMS,Sud-Ouest,05 57 73 10 80,Allée des Corsaires,33470,GUJAN MESTRAS,-
LES HAUTES EAUX RESIDENCE,7224,,Celine LUCION,EMS,Grand Nord-Est,02 35 57 85 85,HAUTES EAUX,76740,AUTIGNY,-
LES HORTENSIAS FAM,10392,ADAPEI,Dorian SANCHEZ,EMS,Sud-Est,04 91 09 14 17,55 ROUTE DES CAMOINS,13011,LA VALENTINE,-
LES IRIS FAM,14411,,Aurelien COURTOISIER,EMS,Centre-Est,04 50 77 76 66,ROUTE DE LA VIVELLE,74330,LA BALME DE SILLINGY,-
LES JARDINS DE MEYZIEU FAM,14357,,Aurelien COURTOISIER,EMS,Centre-Est,04 37 44 26 26,112 RUE DE LA REPUBLIQUE,69330,MEYZIEU,-
LES JARDINS FOYER,16470,,Dorian SANCHEZ,EMS,Sud-Est,04 66 83 94 71,LIEU-DIT LES JARDINS,30122,LES PLANTIERS,-
LES JOURS HEUREUX,11479,,IDF,EMS,Ile de France,01 69 04 32 32,"8, rue Pierre Mederic",91360,EPINAY SUR ORGE,-
LES LAURIERS ROSES SSR,2713,,Dorian SANCHEZ,HÔPITAUX ET CLINIQUES ,Sud-Est,04 93 91 70 53,"54, route de Duranus",06670,LEVENS,-
LES LILAS FOYER,11881,ADAPEI,Dorian SANCHEZ,EMS,Sud-Est,04 91 66 99 92,55 ROUTE DES CAMOINS,13011,LA VALENTINE,-
LES MAGNOLIAS (DU FINOSELLO) MAS,13438,,Dorian SANCHEZ,EMS,Sud-Est,,(EN CONSTRUCTION),20000,AJACCIO,-
LES MAGNOLIAS FOYER,4460,,Aurelien COURTOISIER,EMS,Centre-Est,03 84 81 50 03,1 r Gare,39380,MONT SOUS VAUDREY,-
LES MARMOTTES FOYER,8823,,Aurelien COURTOISIER,EMS,Centre-Est,04.50.73.16.39,6 IMPASSE DES NARCISSES,74200,THONON LES BAINS,-
LES MILLES PHIE - SORTIE,2645,,Dorian SANCHEZ,PHARMACIE,Sud-Est,04 42 24 20 07,"8, cours Marcel Bremond",13290,LES MILLES,-
LES MIMOSAS C.E.A.P,9489,Fondation Père Favron,Export,EMS,Dom-Tom,02 62 49 93 60,CHEMIN ALBERT BARBOT,97432,RAVINE DES CABRIS,-
LES MOULINS BLANCS IME ADAPEI,12706,ADAPEI,Dorian SANCHEZ,EMS,Sud-Est,04 95 22 33 50,ROUTE D'ALATA,20000,AJACCIO,-
LES NARCISSES FOYER,14587,,Aurelien COURTOISIER,EMS,Centre-Est,04 50 39 10 55,"1136, Route des Alpes du Léman",74420,VILLARD,-
LES OLIVETTES ESAT,9020,,Dorian SANCHEZ,EMS,Sud-Est,04 66 30 12 40,96 BOULEVARD CHARLES PEGUY,30100,ALES,-
LES PARELLES FOYER,9297,,Aurelien COURTOISIER,EMS,Centre-Est,04 79 72 79 09,647 CHEMIN DES PARELLES,73190,CHALLES LES EAUX,-
LES PASSERELLES DE LA DOMBES FOYER,8731,ORSAC,Aurelien COURTOISIER,EMS,Centre-Est,04 72 56 73 00,770 ROUTE DES ECHETS,01390,TRAMOYES,-
LES PEUPLIERS EMS,4586,ANIPPA,Export,EMS,Export,0041 79 796 21 01,Route des Addoz 44,2017,BOUDRY,-
LES ROSEAUX FOYER,17963,,Aurelien COURTOISIER,EMS,Centre-Est,04 50 77 76 66,28 Rte de Vivelle,74330,LA BALME DE SILLINGY,-
LES SABLES D'ANGLET PHARMACIE,3410,,Caroline VILLEMUR,PHARMACIE,Sud-Ouest,05 64 11 53 22,"23, avenue du Rayon Vert",64600,ANGLET,-
LES SOURCES PHARMACIE,5945,,Dorian SANCHEZ,PHARMACIE,Sud-Est,04 67 25 15 64,14 Boulevard Jules Ferry,34320,FONTES,-
LES TOUT-PETITS,11867,,IDF,EMS,Ile de France,01 60 12 12 37,rue des bois,91470,LES MOLIERES,-
LES VOIRONS EAM,14586,,Aurelien COURTOISIER,EMS,Centre-Est,04 50 82 10 50,109 RUE DE LA CHARRIERE,74140,ST CERGUES,-
LESAFFRE PHARMACIE,4451,,Celine LUCION,PHARMACIE,Grand Nord-Est,03 20 08 71 61,2 RUE CARNOT,59840,PERENCHIES,-
LEYRIAT FOYER,15574,,Aurelien COURTOISIER,EMS,Centre-Est,04 50 70 51 30,CHEMIN DE LEYRIAT,74200,ALLINGES,-
LHERM PHARMACIE,5587,GIROPHARM,Caroline VILLEMUR,PHARMACIE,Sud-Ouest,05 61 56 00 74,7 Avenue de Gascogne,31600,LHERM,-
LIGIER GAUTIER PHARMACIE,4829,PHARMACTIVE,Aurore Auffret,PHARMACIE,Bretagne,02 99 45 21 08,45 B RUE NATIONALE,35190,ST DOMINEUC,X
LOISEAU PHARMACIE,17853,,Aurore Auffret,PHARMACIE,Bretagne,02 99 00 66 90,4-6 RUE PIERRE MARCHAND,35530,NOYAL SUR VILAINE,-
LOISEL PHARMACIE,15625,,Aurelien COURTOISIER,PHARMACIE,Centre-Est,03 84 72 42 63,3 rue du Saule Blanc,39100,CHAMPVANS,-
LORY PHARMACIE (GIPHAR),6434,GIPHAR,Aurore Auffret,PHARMACIE,Bretagne,02 99 76 32 22,1 Espace Fontaines,35680,BAIS,-
LOUBRY et ZULCIC CABINET INFIRMIER,17713,,Aurelien COURTOISIER,AMBULATOIRE,Centre-Est,03 81 91 11 10,46 Fbg de Besançon,25200,MONTBELIARD,-
LOUIS PLANA PHARMACIE,15251,,Caroline VILLEMUR,PHARMACIE,Sud-Ouest,05 34 25 45 25,96 Rue Louis Plana,31500,TOULOUSE,-
LUCAS PHARMACIE - VENDUE 18044,4009,,Aurore Auffret,PHARMACIE,Bretagne,02 98 59 67 55,PLACE JEAN BERRI,29500,ERGUE GABERIC,-
LUTARD PHARMACIE,15013,,Laurent DURIEUX,PHARMACIE,Val de Loire,05 45 92 29 92,134 Avenue du Général de Gaulle,16800,SOYAUX,-
LUTEVA PHIE (CALATAYU),5865,,Dorian SANCHEZ,PHARMACIE,Sud-Est,04 67 44 06 75,214 AVENUE DANIELLE MITERRAND,34700,LODEVE,-
LYAUTEY PHARMACIE + RPET,3616,PHARMACTIVE,Dorian SANCHEZ,PHARMACIE,Sud-Est,04 93 85 26 26,"31-33, avenue du Maréchal Lyautey",06000,NICE,X
MA PHARMACIE 87 (PHARMACIE BREGERON),6018,,Herve QUELO,PHARMACIE,Centre Auvergne,05 55 38 43 43,"74, Boulevard Maréchal Leclerc",87000,LIMOGES,-
MABILAIS PHARMACIE,3342,,Celine LUCION,PHARMACIE,Grand Nord-Est,02 35 80 83 56,118 Route Paris,76240,LE MESNIL ESNARD,-
MAILHAC PHARMACIE - EPINAC,11564,,Aurelien COURTOISIER,PHARMACIE,Centre-Est,03 85 82 17 89,"1, Place Charles de Gaulle",71360,EPINAC,-
