Désignation,Référence,Enseigne,Représentant,Famille,Secteur,Tél,adresse,code_postal,commune,TOPCLIENT,longitude,latitude,result_score,result_score_next,result_label,result_type,result_id,result_housenumber,result_name,result_street,result_postcode,result_city,result_context,result_citycode,result_oldcitycode,result_oldcity,result_district,result_status
HARMONIE EHPAD,17659,,Celine LUCION,EHPAD,Grand Nord-Est,03 27 23 78 00,EHPAD HARMONIE,59300,AULNOY LEZ VALENCIENNES,-,3.52805,50.330067,0.6272989006342494,0.5832302673796791,Aulnoy-lez-Valenciennes,municipality,59032,,Aulnoy-lez-Valenciennes,,59300,Aulnoy-lez-Valenciennes,"59, Nord, Hauts-de-France",59032,,,,ok
HENRI FRUGIER EHPAD,3908,,Laurent DURIEUX,EHPAD,Val de Loire,05 53 52 81 32,rue de la République,24450,LA COQUILLE,-,0.976732,45.541716,0.9079531100478467,0.7330929752066115,Rue de la République 24450 La Coquille,street,24133_0102,,Rue de la République,Rue de la République,24450,La Coquille,"24, Dordogne, Nouvelle-Aquitaine",24133,,,,ok
HERRI BURUA EHPAD COLISEE,3744,COLISEE,Caroline VILLEMUR,EHPAD,Sud-Ouest,05 59 43 20 20,3 place Harrismendi,64210,ARBONNE,-,-1.550885,43.432134,0.8640835537190081,0.5714459906759906,3 Place Harismendi 64210 Arbonne,housenumber,64035_3863_00003,3,3 Place Harismendi,Place Harismendi,64210,Arbonne,"64, Pyrénées-Atlantiques, Nouvelle-Aquitaine",64035,,,,ok
HESTIADOUR EHPAD-FLEXI,5789,,Caroline VILLEMUR,EHPAD,Sud-Ouest,05 58 35 39 32,52 rue du Champ du Bourg,40465,PONTONX SUR L'ADOUR,-,-0.929413,43.788595,0.9140799999999999,0.5964516883116883,52 Rue du Champ du Bourg 40465 Pontonx-sur-l'Adour,housenumber,40230_0388_00052,52,52 Rue du Champ du Bourg,Rue du Champ du Bourg,40465,Pontonx-sur-l'Adour,"40, Landes, Nouvelle-Aquitaine",40230,,,,ok
HOME ARMENIEN EHPAD,8266,,Dorian SANCHEZ,EHPAD,Sud-Est,04 94 19 51 50,107 AV MARECHAL LYAUTEY,83700,ST RAPHAEL,-,6.773251,43.42092,0.7270898886827458,,107 Avenue Maréchal Lyautey 83700 Saint-Raphaël,housenumber,83118_1830_00107,107,107 Avenue Maréchal Lyautey,Avenue Maréchal Lyautey,83700,Saint-Raphaël,"83, Var, Provence-Alpes-Côte d'Azur",83118,,,,ok
HOME DE CORTEFREDONE EHPAD,9645,KORIAN,Aurelien COURTOISIER,EHPAD,Centre-Est,04 74 25 75 36,58 PLACE DU HOME,01310,CURTAFOND,-,5.089202,46.269737,0.8808590909090908,,58 Place du Hôme 01310 Curtafond,housenumber,01140_0110_00058,58,58 Place du Hôme,Place du Hôme,01310,Curtafond,"01, Ain, Auvergne-Rhône-Alpes",01140,,,,ok
HOSTACHY EHPAD,14208,,Aurelien COURTOISIER,EHPAD,Centre-Est,04 76 30 02 24,ROUTE LA SALETTE,38970,CORPS,-,5.948635,44.817969,0.7938451612903226,,Route de la Salette 38970 Corps,street,38128_0367,,Route de la Salette,Route de la Salette,38970,Corps,"38, Isère, Auvergne-Rhône-Alpes",38128,,,,ok
HYACINTHE HEVIN EHPAD,14919,,Aurore Auffret,EHPAD,Bretagne,02 99 96 62 06,5 Rue Hyacinthe Hevin,35370,ETRELLES,-,-1.191737,48.060735,0.8976049494949494,,5 Rue Hyacinthe Hevin 35370 Étrelles,housenumber,35109_0027_00005,5,5 Rue Hyacinthe Hevin,Rue Hyacinthe Hevin,35370,Étrelles,"35, Ille-et-Vilaine, Bretagne",35109,,,,ok
ILOT DU PARC RESIDENCE,7018,,Export,EHPAD,Export,021 796 01 11,Route de Taillepied 125,1095,LUTRY,-,,,,,,,,,,,,,,,,,,not-found
JARDIN ATLANTIQUE EHPAD,13161,KORIAN,Aurore Auffret,EHPAD,Bretagne,02 40 15 08 89,8 Rue de la Paix,44510,LE POULIGUEN,-,-2.437663,47.275022,0.9067410389610389,,8 Rue de la Paix 44510 Le Pouliguen,housenumber,44135_0888_00008,8,8 Rue de la Paix,Rue de la Paix,44510,Le Pouliguen,"44, Loire-Atlantique, Pays de la Loire",44135,,,,ok
JEAN BATISTE DELFAU EHPAD,6762,SOLEA,Dorian SANCHEZ,EHPAD,Sud-Est,05 65 46 19 10,64 Avenue d' Albi,12170,REQUISTA,-,2.530025,44.034765,0.899608973607038,,64 Avenue d'Albi 12170 Réquista,housenumber,12197_0040_00064,64,64 Avenue d'Albi,Avenue d'Albi,12170,Réquista,"12, Aveyron, Occitanie",12197,,,,ok
JEAN DITHURBIDE EHPAD,0499,,Caroline VILLEMUR,EHPAD,Sud-Ouest,05 59 54 21 59,Quartier Bourg,64310,SARE,-,-1.548389,43.335884,0.37748700879765396,0.3718945454545454,Route de Sare 64310 Saint-Pée-sur-Nivelle,street,64495_7740,,Route de Sare,Route de Sare,64310,Saint-Pée-sur-Nivelle,"64, Pyrénées-Atlantiques, Nouvelle-Aquitaine",64495,,,,ok
JEAN GALLET EHPAD,7976,,Laurent DURIEUX,EHPAD,Val de Loire,05 53 35 46 07,3 RUE RICHELIEU,24660,COULOUNIEIX CHAMIERS,-,0.6949,45.18721,0.9168490476190474,,3 Rue RICHELIEU 24660 Coulounieix-Chamiers,housenumber,24138_1410_00003,3,3 Rue RICHELIEU,Rue RICHELIEU,24660,Coulounieix-Chamiers,"24, Dordogne, Nouvelle-Aquitaine",24138,,,,ok
JEAN LOUBES EHPAD,5586,,Dorian SANCHEZ,EHPAD,Sud-Est,04 68 24 70 37,Pommes Roses,11270,FANJEAUX,-,2.033565,43.188868,0.6914935736677116,,Pomme Rose 11270 Fanjeaux,street,11136_B070,,Pomme Rose,Pomme Rose,11270,Fanjeaux,"11, Aude, Occitanie",11136,,,,ok
JEANNE COULON EHPAD,4358,,Herve QUELO,EHPAD,Centre Auvergne,04 70 98 54 88,"12, rue Neuve",03200,VICHY,-,3.461069,46.107632,0.7006763636363635,0.6432820821114369,12 Rue de Vichy 03200 Le Vernet,housenumber,03306_0320_00012,12,12 Rue de Vichy,Rue de Vichy,03200,Le Vernet,"03, Allier, Auvergne-Rhône-Alpes",03306,,,,ok
JEANNE D'ALBRET EHPAD,4365,,Caroline VILLEMUR,EHPAD,Sud-Ouest,05 59 38 76 00,"2, avenue Francis James",64300,ORTHEZ,-,-0.766404,43.485653,0.8850169696969696,,2 Avenue Francis Jammes 64300 Orthez,housenumber,64430_0270_00002,2,2 Avenue Francis Jammes,Avenue Francis Jammes,64300,Orthez,"64, Pyrénées-Atlantiques, Nouvelle-Aquitaine",64430,,,,ok
JEANNE DE BARONCELLI EHPAD,5459,,Dorian SANCHEZ,EHPAD,Sud-Est,04 90 51 91 19,2 RUE DE L HOPITAL,84860,CADEROUSSE,-,4.757753,44.104182,0.9024237662337662,,2 Rue de l'Hôpital 84860 Caderousse,housenumber,84027_0370_00002,2,2 Rue de l'Hôpital,Rue de l'Hôpital,84860,Caderousse,"84, Vaucluse, Provence-Alpes-Côte d'Azur",84027,,,,ok
JEANNE DELANOUE EHPAD AGESPA,5474,,Dorian SANCHEZ,EHPAD,Sud-Est,04 67 25 72 50,ROUTE DE CABRIERES,34320,FONTES,-,3.379927,43.547207,0.8821126099706743,,route de cabrières 34320 Fontès,street,34103_0022,,route de cabrières,route de cabrières,34320,Fontès,"34, Hérault, Occitanie",34103,,,,ok
JOACHIM FLEURY EHPAD,1659,,Aurore Auffret,EHPAD,Bretagne,02 96 84 62 31,27 Avenue de la Barrière,22250,BROONS,-,-2.26354,48.31959,0.7484706993006993,,27 Rue de la Barriere 22250 Broons,housenumber,22020_0020_00027,27,27 Rue de la Barriere,Rue de la Barriere,22250,Broons,"22, Côtes-d'Armor, Bretagne",22020,,,,ok
JP TOUCAS EHPAD,4003,,Herve QUELO,EHPAD,Centre Auvergne,04 73 85 00 78,10 RUE SAINT ROQUES,63700,MONTAIGUT EN COMBRAILLE,-,2.805119,46.180638,0.771873916083916,0.6195752791068581,10 Rue Saint Roch 63700 Montaigut-en-Combraille,housenumber,63233_0073_00010,10,10 Rue Saint Roch,Rue Saint Roch,63700,Montaigut-en-Combraille,"63, Puy-de-Dôme, Auvergne-Rhône-Alpes",63233,,,,ok
KAMOURASKA EHPAD,8234,,Aurelien COURTOISIER,EHPAD,Centre-Est,04 50 31 93 00,4 RUE VERNAZ,74240,GAILLARD,-,6.202209,46.186035,0.8138075757575757,0.6699914438502674,4 Rue de Vernaz 74240 Gaillard,housenumber,74133_0530_00004,4,4 Rue de Vernaz,Rue de Vernaz,74240,Gaillard,"74, Haute-Savoie, Auvergne-Rhône-Alpes",74133,,,,ok
KIRCHBERG MAISON DE RETRAITE,3804,,Celine LUCION,EHPAD,Grand Nord-Est,03 88 70 46 47,39 rue Kirchberg,67290,LA PETITE PIERRE,-,7.328882,48.860132,0.8397739826839826,0.7618372727272726,39 Rue du Kirchberg 67290 La Petite-Pierre,housenumber,67371_0033_00039,39,39 Rue du Kirchberg,Rue du Kirchberg,67290,La Petite-Pierre,"67, Bas-Rhin, Grand Est",67371,,,,ok
KORIAN JARDIN DE NEPTUNE,14088,KORIAN,IDF,EHPAD,Ile de France,01 55 12 21 60,"29, avenue de l'Alma",94210,LA VARENNE ST HILAIRE,-,2.660848,47.866975,0.4089381818181818,0.38010090909090904,29 Rue de Saint-Hilaire 45290 Varennes-Changy,housenumber,45332_0460_00029,29,29 Rue de Saint-Hilaire,Rue de Saint-Hilaire,45290,Varennes-Changy,"45, Loiret, Centre-Val de Loire",45332,,,,ok
KORIAN L'AIR DU TEMPS,13179,KORIAN,Celine LUCION,EHPAD,Grand Nord-Est,03 88 45 80 45,3 RUE DE LA BARONNE D'OBERKIRCH,67000,STRASBOURG,-,7.788055,48.599332,0.9385630303030302,,3 Rue de la Baronne d'Oberkirch 67000 Strasbourg,housenumber,67482_0513_00003,3,3 Rue de la Baronne d'Oberkirch,Rue de la Baronne d'Oberkirch,67000,Strasbourg,"67, Bas-Rhin, Grand Est",67482,,,,ok
KORIAN LA COTONNADE,13177,KORIAN,Celine LUCION,EHPAD,Grand Nord-Est,03 89 50 63 00,2 rue des Etoffes,68120,PFASTATT,X,7.299812,47.76101,0.8965845454545454,,2 Rue des Étoffes 68120 Pfastatt,housenumber,68256_0245_00002,2,2 Rue des Étoffes,Rue des Étoffes,68120,Pfastatt,"68, Haut-Rhin, Grand Est",68256,,,,ok
KORIAN LA VALLEE BLEUE,13319,KORIAN,Herve QUELO,EHPAD,Centre Auvergne,02 48 82 21 00,78 avenue de la République,18200,ST AMAND MONTROND,X,2.510366,46.730753,0.8513994276094276,0.6530089028213166,78 Avenue de la République 18200 Saint-Amand-Montrond,housenumber,18197_1440_00078,78,78 Avenue de la République,Avenue de la République,18200,Saint-Amand-Montrond,"18, Cher, Centre-Val de Loire",18197,,,,ok
KORIAN LE BOURGENAY,3833,KORIAN,Laurent DURIEUX,EHPAD,Val de Loire,02 51 96 88 89,1 RUE CHENAL,85100,LES SABLES D'OLONNE,-,-1.779077,46.498408,0.8522852549889135,,1 Rue du chenal 85100 Les Sables-d'Olonne,housenumber,85194_0868_00001,1,1 Rue du chenal,Rue du chenal,85100,Les Sables-d'Olonne,"85, Vendée, Pays de la Loire",85194,85194,LES SABLES-D'OLONNE,,ok
KORIAN LE DOUBS RIVAGE,13906,KORIAN,Aurelien COURTOISIER,EHPAD,Centre-Est,03 81 31 30 00,7 avenue Georges Pompidou,25200,MONTBELIARD,-,6.80044,47.497704,0.9160821564482029,0.6112580165289255,7 Avenue Georges Pompidou 25200 Montbéliard,housenumber,25388_wobpew_00007,7,7 Avenue Georges Pompidou,Avenue Georges Pompidou,25200,Montbéliard,"25, Doubs, Bourgogne-Franche-Comté",25388,,,,ok
KORIAN LE FLORE,17614,KORIAN,IDF,EHPAD,Ile de France,01 69 83 45 90,8 RUE RENE CASSIN,91230,MONTGERON,-,2.46497,48.700854,0.9123253994490357,,8 Rue René Cassin 91230 Montgeron,housenumber,91421_3425_00008,8,8 Rue René Cassin,Rue René Cassin,91230,Montgeron,"91, Essonne, Île-de-France",91421,,,,ok
KORIAN LE GENTILE,2184,KORIAN,Celine LUCION,EHPAD,Grand Nord-Est,03 83 96 46 02,La Saône,54520,LAXOU,-,6.129934,48.696402,0.6542660606060605,0.5172225358851674,Rue de la Saone 54520 Laxou,street,54304_0658,,Rue de la Saone,Rue de la Saone,54520,Laxou,"54, Meurthe-et-Moselle, Grand Est",54304,,,,ok
KORIAN LE JARDIN,14031,KORIAN,Celine LUCION,EHPAD,Grand Nord-Est,02 35 70 16 62,121 Avenue des Martyrs de la Résistance,76000,ROUEN,-,1.079247,49.420887,0.7709897979797979,0.6603878787878787,121 Av des Martyrs de la Resistance 76100 Rouen,housenumber,76540_5530_00121,121,121 Av des Martyrs de la Resistance,Av des Martyrs de la Resistance,76100,Rouen,"76, Seine-Maritime, Normandie",76540,,,,ok
KORIAN LES CATALAUNES,14145,KORIAN,Celine LUCION,EHPAD,Grand Nord-Est,03 51 78 04 00,6 rue de l'hôpital Militaire,51000,CHALONS EN CHAMPAGNE,-,4.378381,48.963944,0.9300239669421487,,6 Rue de l'Hôpital Militaire 51000 Châlons-en-Champagne,housenumber,51108_1647_00006,6,6 Rue de l'Hôpital Militaire,Rue de l'Hôpital Militaire,51000,Châlons-en-Champagne,"51, Marne, Grand Est",51108,,,,ok
KORIAN LES GRANDS CRUS,5452,KORIAN,Aurelien COURTOISIER,EHPAD,Centre-Est,03 80 54 77 00,"46, Boulevard Henri Bazin",21000,DIJON,-,5.019505,47.30046,0.9130522222222223,,46 Boulevard Henri Bazin 21000 Dijon,housenumber,21231_3954_00046,46,46 Boulevard Henri Bazin,Boulevard Henri Bazin,21000,Dijon,"21, Côte-d'Or, Bourgogne-Franche-Comté",21231,,,,ok
KORIAN LES JARDINS D'HUGO,12623,KORIAN,Celine LUCION,EHPAD,Grand Nord-Est,03 25 74 26 50,"24, rue Victor Hugo",10440,LA RIVIERE DE CORPS,-,4.028601,48.285058,0.9182331404958678,,24 Rue Victor Hugo 10440 La Rivière-de-Corps,housenumber,10321_0780_00024,24,24 Rue Victor Hugo,Rue Victor Hugo,10440,La Rivière-de-Corps,"10, Aube, Grand Est",10321,,,,ok
KORIAN LES MARQUISES,13387,KORIAN,Celine LUCION,EHPAD,Grand Nord-Est,03 20 74 12 13,68 rue Nationale,59700,MARCQ EN BAROEUL,-,3.075374,50.664828,0.9249490442890442,,68 Rue Nationale 59700 Marcq-en-Barœul,housenumber,59378_1625_00068,68,68 Rue Nationale,Rue Nationale,59700,Marcq-en-Barœul,"59, Nord, Hauts-de-France",59378,,,,ok
KORIAN MAISON DES AULNES,12910,KORIAN,Celine LUCION,EHPAD,Grand Nord-Est,03 29 58 90 40,,88100,STE MARGUERITE,-,6.969449,48.269676,0.7415660869565217,0.6932575757575757,Sainte-Marguerite,municipality,88424,,Sainte-Marguerite,,88100,Sainte-Marguerite,"88, Vosges, Grand Est",88424,,,,ok
KORIAN PASTORIA,14147,KORIAN,Celine LUCION,EHPAD,Grand Nord-Est,03 25 49 02 22,41 Avenue Pasteur,10000,TROYES,-,4.064263,48.301109,0.9150893939393938,0.5557341626794258,41 Avenue Pasteur 10000 Troyes,housenumber,10387_4010_00041,41,41 Avenue Pasteur,Avenue Pasteur,10000,Troyes,"10, Aube, Grand Est",10387,,,,ok
KORIAN PLACE ROYALE - MAISON DE RETRAITE,12582,KORIAN,Celine LUCION,EHPAD,Grand Nord-Est,03 26 88 79 79,10-12 rue Cérès,51100,REIMS,-,4.035565,49.255974,0.8720385314685314,0.5395527272727273,12 Rue Cérès 51100 Reims,housenumber,51454_1550_00012,12,12 Rue Cérès,Rue Cérès,51100,Reims,"51, Marne, Grand Est",51454,,,,ok
KORIAN PLAISANCE,12802,KORIAN,Celine LUCION,EHPAD,Grand Nord-Est,03 83 30 81 50,12 BOULEVARD 21 E REGIMENT AVIATION,54000,NANCY,-,6.19233,48.692958,0.8707721212121211,,12 Boulevard 21e Régiment Aviation 54000 Nancy,housenumber,54395_5310_00012,12,12 Boulevard 21e Régiment Aviation,Boulevard 21e Régiment Aviation,54000,Nancy,"54, Meurthe-et-Moselle, Grand Est",54395,,,,ok
KORIAN RESIDENCE LA SAULX,3682,KORIAN,Celine LUCION,EHPAD,Grand Nord-Est,03 83 96 69 66,"1, allée de la Saulx",54520,LAXOU,-,6.124006,48.697073,0.8425379472140762,0.37560232323232323,Allée de la Saulx 54520 Laxou,street,54304_0662,,Allée de la Saulx,Allée de la Saulx,54520,Laxou,"54, Meurthe-et-Moselle, Grand Est",54304,,,,ok
KORIAN RESIDENCE LES LIERRES,2227,KORIAN,IDF,EHPAD,Ile de France,01 48 71 95 00,19 rue du Bac,94170,LE PERREUX SUR MARNE,-,2.509527,48.842416,0.9211381818181817,,19 Rue du Bac 94170 Le Perreux-sur-Marne,housenumber,94058_0610_00019,19,19 Rue du Bac,Rue du Bac,94170,Le Perreux-sur-Marne,"94, Val-de-Marne, Île-de-France",94058,,,,ok
KORIAN VAL AUX FLEURS,14033,KORIAN,IDF,EHPAD,Ile de France,02 32 36 58 19,67 grande rue,27730,BUEIL,-,1.43929,48.934787,0.8876018181818182,0.5126663929618768,67 Grande Rue 27730 Bueil,housenumber,27119_0039_00067,67,67 Grande Rue,Grande Rue,27730,Bueil,"27, Eure, Normandie",27119,,,,ok
KORIAN VILLA BERAT LISIEUX,12656,KORIAN,Niels COLLEU,EHPAD,Normandie,02 31 62 16 05,70 rue du général Leclerc,14100,LISIEUX,-,0.22401,49.152485,0.9228417715617715,,70 Rue du Général Leclerc 14100 Lisieux,housenumber,14366_0570_00070,70,70 Rue du Général Leclerc,Rue du Général Leclerc,14100,Lisieux,"14, Calvados, Normandie",14366,,,,ok
KORIAN VILLA DES REMES,13379,KORIAN,Celine LUCION,EHPAD,Grand Nord-Est,03 26 02 77 00,2 rue Aix la chapelle,51100,REIMS,-,4.06347,49.25291,0.8674748051948051,0.4445777075098814,2 Rue d'Aix la Chapelle 51100 Reims,housenumber,51454_0036_00002,2,2 Rue d'Aix la Chapelle,Rue d'Aix la Chapelle,51100,Reims,"51, Marne, Grand Est",51454,,,,ok
KORIAN VILLA SAINT DO,14027,KORIAN,Celine LUCION,EHPAD,Grand Nord-Est,02 35 52 47 00,125 Avenue Maréchal Juin,76230,BOIS GUILLAUME,-,1.116788,49.464266,0.8646130303030303,,125 Avenue du Maréchal Juin 76230 Bois-Guillaume,housenumber,76108_0645_00125,125,125 Avenue du Maréchal Juin,Avenue du Maréchal Juin,76230,Bois-Guillaume,"76, Seine-Maritime, Normandie",76108,,,,ok
KORIAN VILLA SAINT-HILAIRE,14089,KORIAN,IDF,EHPAD,Ile de France,01 55 12 14 40,40 avenue Caffin,94210,SAINT-MAUR-DES-FOSSES,-,2.504736,48.792605,0.9333622314049586,,40 Avenue Caffin 94210 Saint-Maur-des-Fossés,housenumber,94068_1405_00040,40,40 Avenue Caffin,Avenue Caffin,94210,Saint-Maur-des-Fossés,"94, Val-de-Marne, Île-de-France",94068,,,,ok
L'AGE D'OR EHPAD,6142,DOMIDEP,Celine LUCION,EHPAD,Grand Nord-Est,03 44 06 33 33,1 allée des épingliers,60000,BEAUVAIS,-,2.071492,49.433332,0.9077963144963144,,1 Allée des Epingliers 60000 Beauvais,housenumber,60057_1154_00001,1,1 Allée des Epingliers,Allée des Epingliers,60000,Beauvais,"60, Oise, Hauts-de-France",60057,,,,ok
L'ARNAUD EHPAD,7461,HABITAT & HUMANISME SOIN,Dorian SANCHEZ,EHPAD,Sud-Est,04 75 70 06 24,CHEMIN DES ARNAUDS,26100,ROMANS SUR ISERE,-,5.081069,45.041234,0.7961071074380165,,Chemin de L'Arnaud 26100 Romans-sur-Isère,street,26281_0139,,Chemin de L'Arnaud,Chemin de L'Arnaud,26100,Romans-sur-Isère,"26, Drôme, Auvergne-Rhône-Alpes",26281,,,,ok
L'ARRIBET EHPAD,5655,,Caroline VILLEMUR,EHPAD,Sud-Ouest,05 59 04 47 00,Route de Samadet,64410,ARZACQ ARRAZIGUET,-,-0.410625,43.542117,0.9070527272727271,,Route de Samadet 64410 Arzacq-Arraziguet,street,64063_0176,,Route de Samadet,Route de Samadet,64410,Arzacq-Arraziguet,"64, Pyrénées-Atlantiques, Nouvelle-Aquitaine",64063,,,,ok
L'AUBIER DE CYBELE EHPAD KORIAN,7881,KORIAN,Dorian SANCHEZ,EHPAD,Sud-Est,04 94 44 90 00,QUARTIER DE LA TOUR DE MARE,83600,FREJUS,-,6.749322,43.422491,0.45070751286449395,,Passage du QUARTIER LATIN 83600 Fréjus,street,83061_1727,,Passage du QUARTIER LATIN,Passage du QUARTIER LATIN,83600,Fréjus,"83, Var, Provence-Alpes-Côte d'Azur",83061,,,,ok
L'ECLAIRCIE EHPAD,17256,,Aurelien COURTOISIER,EHPAD,Centre-Est,03 84 53 04 00,RUE DE LA FRESSE,39300,EQUEVILLON,-,5.94081,46.759073,0.8859972176308539,,Rue de la Fresse 39300 Équevillon,street,39210_0005,,Rue de la Fresse,Rue de la Fresse,39300,Équevillon,"39, Jura, Bourgogne-Franche-Comté",39210,,,,ok
L'EHPAD LES CHATAIGNIERS,14889,,Herve QUELO,EHPAD,Centre Auvergne,04 75 94 05 40,Le Village,07530,ANTRAIGUES,-,4.358793,44.717323,0.9379345454545454,0.5540961616161615,Le Village Antraigues 07530 Vallées-d'Antraigues-Asperjoc,street,07011_B063,,Le Village Antraigues,Le Village Antraigues,07530,Vallées-d'Antraigues-Asperjoc,"07, Ardèche, Auvergne-Rhône-Alpes",07011,07011,Antraigues-sur-Volane,,ok
L'ENSOULEIADO EHPAD,11759,,Dorian SANCHEZ,EHPAD,Sud-Est,04 75 98 32 23,37 RUE DES COIGNETS,26790,TULETTE,-,4.931244,44.285094,0.896697217630854,,37 Rue des Coignets 26790 Tulette,housenumber,26357_0017_00037,37,37 Rue des Coignets,Rue des Coignets,26790,Tulette,"26, Drôme, Auvergne-Rhône-Alpes",26357,,,,ok
L'ENSOULEIADO EHPAD,14363,,Dorian SANCHEZ,EHPAD,Sud-Est,04 90 29 45 00,93 RUE HENRI CLEMENT,84420,PIOLENC,-,4.761445,44.18142,0.902794973262032,,93 Rue Henri Clément 84420 Piolenc,housenumber,84091_0050_00093,93,93 Rue Henri Clément,Rue Henri Clément,84420,Piolenc,"84, Vaucluse, Provence-Alpes-Côte d'Azur",84091,,,,ok
L'EOLIENNE EHPAD,3868,,Aurelien COURTOISIER,EHPAD,Centre-Est,04 72 24 41 00,"51, rue Jean Sellier",69520,GRIGNY,-,4.794137,45.612047,0.7580614076246334,,51 Rue Jean Sellier 69520 Grigny-sur-Rhône,housenumber,69096_0290_00051,51,51 Rue Jean Sellier,Rue Jean Sellier,69520,Grigny-sur-Rhône,"69, Rhône, Auvergne-Rhône-Alpes",69096,,,,ok
L'ERMITAGE EHPAD,8827,,Aurelien COURTOISIER,EHPAD,Centre-Est,04 50 70 25 25,26 CHEMIN DE LA RATTE,74200,THONON LES BAINS,-,6.484366,46.368863,0.9249231404958678,,26 Chemin de la Ratte 74200 Thonon-les-Bains,housenumber,74281_1230_00026,26,26 Chemin de la Ratte,Chemin de la Ratte,74200,Thonon-les-Bains,"74, Haute-Savoie, Auvergne-Rhône-Alpes",74281,,,,ok
L'ESCONDA EHPAD,7522,KORIAN,Aurelien COURTOISIER,EHPAD,Centre-Est,04 50 74 29 29,8 AVENUE DE THUYSET,74200,THONON LES BAINS,-,6.496384,46.382944,0.9191699567099565,0.69011413729128,8 Avenue de Thuyset 74200 Thonon-les-Bains,housenumber,74281_1421_00008,8,8 Avenue de Thuyset,Avenue de Thuyset,74200,Thonon-les-Bains,"74, Haute-Savoie, Auvergne-Rhône-Alpes",74281,,,,ok
L'HORIZON BLEU EHPAD,13425,,Aurore Auffret,EHPAD,Bretagne,02 96 63 68 58,2 Allée de l'horizon bleu,22430,ERQUY,-,-2.455954,48.62969,0.9007235872235871,0.7316472727272726,2 Allée de l'Horizon Bleu 22430 Erquy,housenumber,22054_0189_00002,2,2 Allée de l'Horizon Bleu,Allée de l'Horizon Bleu,22430,Erquy,"22, Côtes-d'Armor, Bretagne",22054,,,,ok
L'OASIS EHPAD,9133,,Export,EHPAD,Dom-Tom,05 96 63 21 42,Route de Balata,97200,FORT DE FRANCE,-,-61.080614,14.649655,0.6886485858585858,,Balata 97200 Fort-de-France,street,97209_erv46c,,Balata,Balata,97200,Fort-de-France,"972, Martinique",97209,,,,ok
L'OLIVIER BLEU EHPAD,3666,,Dorian SANCHEZ,EHPAD,Sud-Est,04 95 52 20 20,Rue des Magnolias - La Rocade,20090,AJACCIO,-,8.754421,41.944894,0.6940600665188469,,Rue des Magnolias 20090 Ajaccio,street,2A004_0361,,Rue des Magnolias,Rue des Magnolias,20090,Ajaccio,"2A, Corse-du-Sud, Corse",2A004,,,,ok
L'OREE DES PINS EHPAD,2542,,Laurent DURIEUX,EHPAD,Val de Loire,02 54 95 65 50,Rue Stade,41210,NEUNG SUR BEUVRON,-,1.813602,47.540275,0.6065736363636364,,Rue du Stade Camille Saute 41210 Neung-sur-Beuvron,street,41159_0174,,Rue du Stade Camille Saute,Rue du Stade Camille Saute,41210,Neung-sur-Beuvron,"41, Loir-et-Cher, Centre-Val de Loire",41159,,,,ok
L'OUSTAL DE TALAIRAN EHPAD,13038,,Dorian SANCHEZ,EHPAD,Sud-Est,04 68 75 60 70,1 CHEMIN SAINT VINCENT,11220,TALAIRAN,-,2.660092,43.047339,0.8244190909090908,,1 Chemin de Saint Vincent 11220 Talairan,housenumber,11386_0129_00001,1,1 Chemin de Saint Vincent,Chemin de Saint Vincent,11220,Talairan,"11, Aude, Occitanie",11386,,,,ok
L'OUSTAL PIGNAN EHPAD,5200,,Dorian SANCHEZ,EHPAD,Sud-Est,04 67 17 93 17,11 AV HENRI MAJUREL,34570,PIGNAN,-,3.750129,43.581449,0.6742560839160838,,11 Avenue Henry Majurel 34570 Pignan,housenumber,34202_0198_00011,11,11 Avenue Henry Majurel,Avenue Henry Majurel,34570,Pignan,"34, Hérault, Occitanie",34202,,,,ok
L'OUSTALET EHPAD 84,5163,,Dorian SANCHEZ,EHPAD,Sud-Est,04 90 12 60 00,8 COURS DES ISNARDS,84340,MALAUCENE,-,5.132467,44.174584,0.7784932323232323,,Cours des Isnard 84340 Malaucène,street,84069_0396,,Cours des Isnard,Cours des Isnard,84340,Malaucène,"84, Vaucluse, Provence-Alpes-Côte d'Azur",84069,,,,ok
L'OUSTAOU DE ZAOU EHPAD PUBLIC,9860,,Dorian SANCHEZ,EHPAD,Sud-Est,04 94 50 28 50,96 CHEMIN DES PRES,83630,AUPS,-,6.223787,43.624365,0.8958758934169277,0.6046678378378378,96 Chemin des Pres 83630 Aups,housenumber,83007_0515_00096,96,96 Chemin des Pres,Chemin des Pres,83630,Aups,"83, Var, Provence-Alpes-Côte d'Azur",83007,,,,ok
LA BASTIDE EHPAD,2962,,Caroline VILLEMUR,EHPAD,Sud-Ouest,05 61 97 83 00,Le Pré Commun,31360,BEAUCHALOT,-,0.865933,43.109219,0.6425869696969696,,Chemin du Pre Commun 31360 Beauchalot,street,31050_0058,,Chemin du Pre Commun,Chemin du Pre Commun,31360,Beauchalot,"31, Haute-Garonne, Occitanie",31050,,,,ok
